Line Segment Data	2569 items	kilometer
M1069202	L2785524	0.021120435	1PH-XX4_ACSR4_ACSR-C
L3082981	M1108368	0.15941074	1PH-XX4_ACSR4_ACSR-C
M1069213	M1069217	0.096557637	1PH-XX4_ACSR4_ACSR-C
N1136031	L3197625	0.058870702	1PH-XX4_ACSR4_ACSR-C
L3066810	L2897769	0.12963818	1PH-XX4_ACSR4_ACSR-C
L3157708	N1137991	0.014131659	1PH-XX4_ACSR4_ACSR-C
M1142880	L2764411	0.12214678	1PH-XX4_ACSR4_ACSR-C
L2710510	L3197628	0.060610142	1PH-XX4_ACSR4_ACSR-C
M1149235	P829975	0.00624901	1PH-XX4_ACSR4_ACSR-C
L2767343	L2804957	0.067496465	1PH-XX4_ACSR4_ACSR-C
N1139545	M1069174	0.10311253	1PH-XX4_ACSR4_ACSR-C
L2841626	L3235266	0.093547793	1PH-XX4_ACSR4_ACSR-C
M1047318	L2841637	0.073241274	1PH-XX4_ACSR4_ACSR-C
M1108316	196-35541	0.008384198	1PH-XX4_ACSR4_ACSR-C
M1209795	L2936268	0.06252704	1PH-XX4_ACSR4_ACSR-C
M1089170	L3085392	0.07829454	1PH-XX4_ACSR4_ACSR-C
M1166387	L3048946	0.08543306	1PH-XX4_ACSR4_ACSR-C
L3217053	M3037455	0.002653675	1PH-XX4_ACSR4_ACSR-C
M1108340	L2822865	0.086005156	1PH-XX4_ACSR4_ACSR-C
M1026703	L2973166	0.073030097	1PH-XX4_ACSR4_ACSR-C
N1147858	L2991933	0.052887432	1PH-XX4_ACSR4_ACSR-C
M1069155	L3254210	0.10765748	1PH-XX4_ACSR4_ACSR-C
P860843	L3179682	0.039788149	1PH-XX4_ACSR4_ACSR-C
M1209822	M1209823	0.056983029	1PH-XX4_ACSR4_ACSR-C
M1108315	N1230121	0.009108856	1PH-XX4_ACSR4_ACSR-C
196-35541	M1108317	0.074929376	1PH-XX4_ACSR4_ACSR-C
M1027042	L3235248	0.069112402	1PH-XX4_ACSR4_TPX-C
M1089179	M1069451	0.1138171	1PH-XX4_ACSR4_WPAL-C
M1069174	L3216347	0.07367517	1PH-XX4_ACSR4_WPAL-C
M1009809	L2710525	0.090318147	1PH-XX4_ACSR4_WPAL-C
M1209822	L2992556	0.10307849	1PH-XX4_ACSR4_WPAL-C
M1027043	D6019477-1_INT	0.009146595	1PH-XX4_ACSR4_WPAL-C
L3048205	M1108361	0.19593419	1PH-XX4_ACSR4_WPAL-C
M1089118	L2973158	0.086251785	1PH-XX4_ACSR4_WPAL-C
M1089173	M1089174	0.029566075	1PH-XX4_ACSR4_WPAL-C
L3141388	L3626914	0.039224937	1PH-XX4_ACSR4_WPAL-C
L3216347	L2785523	0.085962768	1PH-XX4_ACSR4_WPAL-C
L3141399	M1069210	0.076873148	1PH-XX4_ACSR4_WPAL-C
L2785523	L3141388	0.09968724	1PH-XX4_ACSR4_WPAL-C
M1108361	M1089155	0.1272712	1PH-XX4_ACSR4_WPAL-C
M1108353	L3048205	0.08518323	1PH-XX4_ACSR4_WPAL-C
E182727	M1027042	0.006115666	1PH-XX4_ACSR4_WPAL-C
M1089115	L2991911	0.071818278	1PH-XX4_ACSR4_WPAL-C
M1089170	L2879062	0.1700257	1PH-XX4_ACSR4_WPAL-C
M1069208	L3010567	0.11079933	1PH-XX4_ACSR4_WPAL-C
L3626914	M1089102	0.043214011	1PH-XX4_ACSR4_WPAL-C
L2673323	M1009809	0.071541145	1PH-XX4_ACSR4_WPAL-C
M1089174	P827501	0.10608533	1PH-XX4_ACSR4_WPAL-C
N1144666	M1027041	0.031359127	1PH-XX4_ACSR4_WPAL-C
L2879062	M1089173	0.090175336	1PH-XX4_ACSR4_WPAL-C
M1027042	N1144666	0.023432109	1PH-XX4_ACSR4_WPAL-C
M1089155	M1089158	0.10182979	1PH-XX4_ACSR4_WPAL-C
M1108344	L2804250	0.039431335	1PH-XX4_WPAL1/0_TPX-C
M1069224	M1069226	0.12318119	1PH-XX4_WPAL4_ACSR-C
M1069483	P827503	0.008322578	1PH-XX4_WPAL4_ACSR-C
P827503	N1137994	0.030870621	1PH-XX4_WPAL4_ACSR-C
M1069484	L2785517	0.12453924	1PH-XX4_WPAL4_ACSR-C
L2806553	M1166391	0.62889353	1PH-XX4_WPAL4_ACSR-C
N1137994	M1069484	0.05637094	1PH-XX4_WPAL4_ACSR-C
L2748133	L3085399	0.085312175	1PH-XX4_WPAL4_ACSR-C
M1069451	L2804282	0.20518947	1PH-XX4_WPAL4_ACSR-C
L2804282	L3104154	0.081400648	1PH-XX4_WPAL4_ACSR-C
L3064514	L3048888	0.062333201	1PH-XX4_WPAL4_ACSR-C
M1166407	L3064514	0.37447751	1PH-XX4_WPAL4_ACSR-C
L3254873	M1166393	0.03392068	1PH-XX4_WPAL4_ACSR-C
M1069227	L2748133	0.099889824	1PH-XX4_WPAL4_ACSR-C
M1009807	L2673323	0.10024142	1PH-XX4_WPAL4_ACSR-C
M1069226	M1069227	0.010457238	1PH-XX4_WPAL4_ACSR-C
M1166391	L3254873	0.1061747	1PH-XX4_WPAL4_ACSR-C
M1166370	L3067506	0.24595941	1PH-XX4_WPAL4_WPAL-C
L2879076	M1089122	0.024244087	1PH-XX4_WPAL4_WPAL-C
M1026662	N1140831	0.032884598	1PH-XX4_WPAL4_WPAL-C
L3029503	M1069202	0.06302783	1PH-XX4_WPAL4_WPAL-C
L2861197	L3160896	0.073601444	1PH-XX4_WPAL4_WPAL-C
M1125961	M1125959	0.006653346	1PH-XX4_WPAL4_WPAL-C
M1089173	L2673307	0.084087684	1PH-XX4_WPAL4_WPAL-C
M1069225	N1139544	0.012219542	1PH-XX4_WPAL4_WPAL-C
L2936211	L2842329	0.080837323	1PH-XX4_WPAL4_WPAL-C
E206210	M1069225	0.004602498	1PH-XX4_WPAL4_WPAL-C
E182723	M1089177	0.049250637	1PH-XX4_WPAL4_WPAL-C
L2879073	M1069205	0.062527943	1PH-XX4_WPAL4_WPAL-C
N1139542	P827523	0.021595342	1PH-XX4_WPAL4_WPAL-C
M1069487	M1069488	0.13619805	1PH-XX4_WPAL4_WPAL-C
M1108317	L2820590	0.066771557	1PH-XX4_WPAL4_WPAL-C
N1144664	L3178972	0.065981339	1PH-XX4_WPAL4_WPAL-C
M1069202	L2879073	0.1215708	1PH-XX4_WPAL4_WPAL-C
N1140831	L3141402	0.12216616	1PH-XX4_WPAL4_WPAL-C
P901936	M1125955	0.035656434	1PH-XX4_WPAL4_WPAL-C
M1089094	M1069147	0.061191262	1PH-XX4_WPAL4_WPAL-C
M1166366	P830058	0.008930409	1PH-XX4_WPAL4_WPAL-C
M1069226	D5712486-1_INT	0.008331726	1PH-XX4_WPAL4_WPAL-C
M1125955	L3236004	0.11286033	1PH-XX4_WPAL4_WPAL-C
M1125952	P901936	0.005494449	1PH-XX4_WPAL4_WPAL-C
M1089188	M1089189	0.06631841	1PH-XX4_WPAL4_WPAL-C
M1125957	L2936211	0.037860101	1PH-XX4_WPAL4_WPAL-C
M1125959	L2861197	0.068907879	1PH-XX4_WPAL4_WPAL-C
L2935551	D5746546-1_INT	0.032040317	1PH-XX4_WPAL4_WPAL-C
M1089093	M1089094	0.06061771	1PH-XX4_WPAL4_WPAL-C
M1089189	L2841619	0.079354415	1PH-XX4_WPAL4_WPAL-C
M1069189	L2860487	0.086987129	1PH-XX4_WPAL4_WPAL-C
M1047688	N1144664	0.015477	1PH-XX4_WPAL4_WPAL-C
P827523	L2879076	0.035336707	1PH-XX4_WPAL4_WPAL-C
L2841619	L2785515	0.1164721	1PH-XX4_WPAL4_WPAL-C
L3066809	M1069487	0.06362585	1PH-XX4_WPAL4_WPAL-C
N1139544	L2897776	0.026602521	1PH-XX4_WPAL4_WPAL-C
M1089176	M1089179	0.069326162	1PH-XX4_WPAL4_WPAL-C
M1089173	L2935551	0.060857652	1PH-XX4_WPAL4_WPAL-C
L2691951	N1139542	0.023117766	1PH-XX4_WPAL4_WPAL-C
M1125955	M1125957	0.00682612	1PH-XX4_WPAL4_WPAL-C
L2822863	M1089188	0.44506052	1PH-XX4_WPAL4_WPAL-C
M1089122	M1089132	0.076079413	1PH-XX4_WPAL4_WPAL-C
P830058	M1166370	0.008867889	1PH-XX4_WPAL4_WPAL-C
M1069175	L3197637	0.076510505	1PH-XX4_WPAL4_WPAL-C
M1186078	L2806553	0.082787725	1PH-XX4_WPAL4_WPAL-C
M1125962	P903490	0.005792265	1PH-XX4_WPAL4_WPAL-C
M1089177	L2822863	0.1338843	1PH-XX4_WPAL4_WPAL-C
M1142871	P829956	0.005939628	1PH-XX4_WPAL4_WPAL-C
M1069174	L2841630	0.093292651	1PH-XX4_WPAL4_WPAL-C
P903490	M1125961	0.002504284	1PH-XX4_WPAL4_WPAL-C
P829956	L3160861	0.061431488	1PH-XX4_WPAL4_WPAL-C
M1089132	L3029503	0.047003092	1PH-XX4_WPAL4_WPAL-C
L2804250	L2820583	0.069117558	1PH-XX4_WPAL4_WPAL-C
P901951	M1186078	0.17544744	1PH-XX4_WPAL4_WPAL-C
M1089112	L2691951	0.06504075	1PH-XX4_WPAL4_WPAL-C
M1047649	N1136997	0.006116793	1PH-XX6_WPAL6_WPAL-C
N1136997	L3104123	0.025288729	1PH-XX6_WPAL6_WPAL-C
D5472341-1_INT	D5472341-1_INT--F739842	0.001	1PH-CONNECTOR-B
D5472341-1_INT--F739842	F739842	0	Switch
D5655682-1_INT	D5655682-1_INT--E182725	0.001	1PH-CONNECTOR-B
D5655682-1_INT--E182725	E182725	0	Switch
D5865224-1_INT	D5865224-1_INT--F739841	0.001	1PH-CONNECTOR-B
D5865224-1_INT--F739841	F739841	0	Switch
Q16483	Q16483--Q16483_CAP	0.001	3PH-CONNECTOR-ABC
Q16483--Q16483_CAP	Q16483_CAP	0	Switch
D5712486-1_INT	D5712486-1_INT--E206210	0.001	1PH-CONNECTOR-C
D5712486-1_INT--E206210	E206210	0	Switch
D5565090-1_INT	D5565090-1_INT--E182744	0.001	1PH-CONNECTOR-B
D5565090-1_INT--E182744	E182744	0	Switch
D5806920-1_INT	D5806920-1_INT--E182726	0.001	1PH-CONNECTOR-B
D5806920-1_INT--E182726	E182726	0	Switch
D6047588-1_INT	D6047588-1_INT--F739844	0.001	1PH-CONNECTOR-B
D6047588-1_INT--F739844	F739844	0	Switch
D6140778-1_INT	D6140778-1_INT--E182731	0.001	1PH-CONNECTOR-B
D6140778-1_INT--E182731	E182731	0	Switch
D5746546-1_INT	D5746546-1_INT--E182723	0.001	1PH-CONNECTOR-C
D5746546-1_INT--E182723	E182723	0	Switch
D6049822-1_INT	D6049822-1_INT--E182722	0.001	1PH-CONNECTOR-A
D6049822-1_INT--E182722	E182722	0	Switch
D6231996-1_INT	D6231996-1_INT--E206614	0.001	1PH-CONNECTOR-B
D6231996-1_INT--E206614	E206614	0	Switch
D6140776-1_INT	D6140776-1_INT--E182730	0.001	1PH-CONNECTOR-A
D6140776-1_INT--E182730	E182730	0	Switch
228-979371-2_INT	228-979371-2_INT--193-48013	0.001	1PH-CONNECTOR-C
228-979371-2_INT--193-48013	193-48013	0	Switch
228-961799-3_INT	228-961799-3_INT--193-46661	0.001	1PH-CONNECTOR-C
228-961799-3_INT--193-46661	193-46661	0	Switch
228-1353934-4_INT	228-1353934-4_INT--193-103041	0.001	1PH-CONNECTOR-C
228-1353934-4_INT--193-103041	193-103041	0	Switch
D5837361-8_INT	D5837361-8_INT--E182745	0.001	1PH-CONNECTOR-C
D5837361-8_INT--E182745	E182745	0	Switch
228-1048090-1_INT	228-1048090-1_INT--193-51796	0.001	1PH-CONNECTOR-B
228-1048090-1_INT--193-51796	193-51796	0	Switch
D6019477-1_INT	D6019477-1_INT--E182727	0.001	1PH-CONNECTOR-C
D6019477-1_INT--E182727	E182727	0	Switch
M1069285	M4113348	0.001719512	2PH_H-2_ACSRX2_ACSR2_ACSR-AC
M4113348	M1069284	0.001454765	2PH_H-2_ACSRX2_ACSR2_ACSR-AC
M1069311	M1069285	0.082767113	2PH_H-2_ACSRX2_ACSR2_ACSR-AC
-999
Spot Loads	1177 items
L2804253	Y-PQ	5.4	1.4	0	0	0	0
L3254213	Y-PQ	0	0	9.9	2.6	0	0
L3216339	Y-PQ	0	0	9.9	2.6	0	0
L2954355	Y-PQ	5.4	1.4	0	0	0	0
L2861197	Y-PQ	0	0	0	0	6.2	1.7
L2842379	Y-PQ	13.5	3.6	0	0	0	0
L2841636	Y-PQ	0	0	5.9	1.6	0	0
L3047289	Y-PQ	18.1	4.8	0	0	0	0
L3047289	Y-PQ	0	0	19.9	5.3	0	0
L3047289	Y-PQ	0	0	0	0	20.8	5.5
L3085399	Y-PQ	0	0	0	0	6.2	1.7
L3085391	Y-PQ	0	0	19.9	5.3	0	0
L2897778	Y-PQ	3.6	1	0	0	0	0
L3197647	Y-PQ	3.6	1	0	0	0	0
L2936275	Y-PQ	0	0	3.9	1.1	0	0
L2729408	Y-PQ	0	0	9.9	2.6	0	0
L2673310	Y-PQ	9	2.4	0	0	0	0
L3048212	Y-PQ	3.6	1	0	0	0	0
L3104133	Y-PQ	9	2.4	0	0	0	0
L2879087	Y-PQ	5.4	1.4	0	0	0	0
L2710510	Y-PQ	0	0	0	0	4.1	1.1
L3122810	Y-PQ	0	0	9.9	2.6	0	0
L2954352	Y-PQ	0	0	0	0	10.3	2.8
L2729411	Y-PQ	3.6	1	0	0	0	0
L3178971	Y-PQ	5.4	1.4	0	0	0	0
L3254234	Y-PQ	0	0	9.9	2.6	0	0
293471	Y-PQ	9	2.4	0	0	0	0
293471	Y-PQ	0	0	9.9	2.6	0	0
293471	Y-PQ	0	0	0	0	10.3	2.8
L2860482	Y-PQ	9	2.4	0	0	0	0
L2763811	Y-PQ	0	0	0	0	31.3	8.3
L3251799	Y-PQ	13.5	3.6	0	0	0	0
L2898526	Y-PQ	0	0	0	0	6.2	1.7
L2897780	Y-PQ	0	0	9.9	2.6	0	0
L3027124	Y-PQ	0	0	0	0	10.3	2.8
L2954361	Y-PQ	0	0	9.9	2.6	0	0
L2745811	Y-PQ	0	0	0	0	10.3	2.8
L2841633	Y-PQ	9	2.4	0	0	0	0
L2917359	Y-PQ	5.4	1.4	0	0	0	0
L2748158	Y-PQ	5.4	1.4	0	0	0	0
L2955047	Y-PQ	9	2.4	0	0	0	0
L3122837	Y-PQ	0	0	0	0	15.5	4.1
L2804269	Y-PQ	0	0	9.9	2.6	0	0
L3157708	Y-PQ	0	0	0	0	6.2	1.7
L3179682	Y-PQ	0	0	0	0	6.2	1.7
L2822877	Y-PQ	0	0	5.9	1.6	0	0
L3141393	Y-PQ	0	0	0	0	10.3	2.8
L2897801	Y-PQ	13.5	3.6	0	0	0	0
L3217056	Y-PQ	18.1	4.8	0	0	0	0
L2936270	Y-PQ	9	2.4	0	0	0	0
L3235249	Y-PQ	3.6	1	0	0	0	0
L3217052	Y-PQ	0	0	0	0	10.3	2.8
L2916598	Y-PQ	3.6	1	0	0	0	0
L3048206	Y-PQ	9	2.4	0	0	0	0
L3141402	Y-PQ	0	0	0	0	10.3	2.8
L3235256	Y-PQ	5.4	1.4	0	0	0	0
L3178973	Y-PQ	9	2.4	0	0	0	0
L3197654	Y-PQ	9	2.4	0	0	0	0
L3066809	Y-PQ	0	0	0	0	10.3	2.8
L2766742	Y-PQ	0	0	5.9	1.6	0	0
L2991908	Y-PQ	5.4	1.4	0	0	0	0
L3065750	Y-PQ	0	0	9.9	2.6	0	0
L3085401	Y-PQ	13.5	3.6	0	0	0	0
L2729413	Y-PQ	5.4	1.4	0	0	0	0
L3254915	Y-PQ	0	0	2	0.5	0	0
L2748131	Y-PQ	0	0	5.9	1.6	0	0
L3066810	Y-PQ	0	0	0	0	10.3	2.8
L2973146	Y-PQ	0	0	9.9	2.6	0	0
L2973180	Y-PQ	0	0	9.9	2.6	0	0
L2973167	Y-PQ	0	0	5.9	1.6	0	0
L2841621	Y-PQ	0	0	0	0	10.3	2.8
L3123509	Y-PQ	0	0	0	0	6.2	1.7
L2841627	Y-PQ	5.4	1.4	0	0	0	0
L3235250	Y-PQ	0	0	3.9	1.1	0	0
L3728037	Y-PQ	9	2.4	0	0	0	0
L3142078	Y-PQ	0	0	3.9	1.1	0	0
L2879066	Y-PQ	0	0	5.9	1.6	0	0
L3235254	Y-PQ	0	0	0	0	10.3	2.8
L2917330	Y-PQ	9	2.4	0	0	0	0
L2914323	Y-PQ	0	0	3.9	1.1	0	0
L3197640	Y-PQ	0	0	0	0	4.1	1.1
L3179673	Y-PQ	0	0	0	0	6.2	1.7
L3048228	Y-PQ	0	0	0	0	10.3	2.8
L3104126	Y-PQ	0	0	0	0	4.1	1.1
L2990098	Y-PQ	18.1	4.8	0	0	0	0
L2879067	Y-PQ	9	2.4	0	0	0	0
L3176656	Y-PQ	9	2.4	0	0	0	0
L2710532	Y-PQ	0	0	0	0	4.1	1.1
L3160115	Y-PQ	0	0	19.9	5.3	0	0
L3103822	Y-PQ	0	0	0	0	15.5	4.1
L2805034	Y-PQ	3.6	1	0	0	0	0
L3157167	Y-PQ	5.4	1.4	0	0	0	0
L2916620	Y-PQ	3.6	1	0	0	0	0
L2916620	Y-PQ	0	0	3.9	1.1	0	0
L2916620	Y-PQ	0	0	0	0	4.1	1.1
L3027132	Y-PQ	5.4	1.4	0	0	0	0
L2822862	Y-PQ	0	0	0	0	6.2	1.7
L2937757	Y-PQ	0	0	0	0	10.3	2.8
L2860483	Y-PQ	0	0	9.9	2.6	0	0
L3048210	Y-PQ	13.5	3.6	0	0	0	0
L3312692	Y-PQ	9	2.4	0	0	0	0
L3251854	Y-PQ	9	2.4	0	0	0	0
L3085398	Y-PQ	0	0	9.9	2.6	0	0
L3254207	Y-PQ	5.4	1.4	0	0	0	0
L2729424	Y-PQ	5.4	1.4	0	0	0	0
L3066816	Y-PQ	5.4	1.4	0	0	0	0
L2785518	Y-PQ	0	0	0	0	6.2	1.7
L3029503	Y-PQ	0	0	0	0	6.2	1.7
L2748140	Y-PQ	9	2.4	0	0	0	0
L2891575	Y-PQ	0	0	0	0	6.2	1.7
L2842329	Y-PQ	0	0	0	0	6.2	1.7
L3254212	Y-PQ	0	0	14.9	4	0	0
L3198348	Y-PQ	18.1	4.8	0	0	0	0
L3178979	Y-PQ	0	0	0	0	15.5	4.1
L2879054	Y-PQ	9	2.4	0	0	0	0
L3085388	Y-PQ	0	0	3.9	1.1	0	0
L2991914	Y-PQ	0	0	0	0	6.2	1.7
L2785534	Y-PQ	0	0	9.9	2.6	0	0
L3122835	Y-PQ	0	0	5.9	1.6	0	0
L3085395	Y-PQ	5.4	1.4	0	0	0	0
L2879064	Y-PQ	9	2.4	0	0	0	0
L3066814	Y-PQ	0	0	3.9	1.1	0	0
L2821087	Y-PQ	27.3	7.3	0	0	0	0
L2860479	Y-PQ	0	0	3.9	1.1	0	0
L3728042	Y-PQ	13.5	3.6	0	0	0	0
L2935557	Y-PQ	13.5	3.6	0	0	0	0
L2822864	Y-PQ	0	0	0	0	6.2	1.7
L3235247	Y-PQ	5.4	1.4	0	0	0	0
L3251807	Y-PQ	9	2.4	0	0	0	0
L2804282	Y-PQ	0	0	0	0	6.2	1.7
L2935560	Y-PQ	0	0	0	0	6.2	1.7
L3104145	Y-PQ	0	0	5.9	1.6	0	0
L3086078	Y-PQ	9	2.4	0	0	0	0
L2860477	Y-PQ	5.4	1.4	0	0	0	0
L3645811	Y-PQ	0	0	0	0	31.3	8.3
L3102793	Y-PQ	0	0	9.9	2.6	0	0
L2991910	Y-PQ	0	0	5.9	1.6	0	0
L2710511	Y-PQ	9	2.4	0	0	0	0
L2860486	Y-PQ	0	0	0	0	6.2	1.7
L2935551	Y-PQ	0	0	0	0	6.2	1.7
L2729409	Y-PQ	0	0	9.9	2.6	0	0
L2973833	Y-PQ	0	0	5.9	1.6	0	0
L2897769	Y-PQ	0	0	0	0	10.3	2.8
L3216368	Y-PQ	0	0	0	0	6.2	1.7
L2860490	Y-PQ	9	2.4	0	0	0	0
L2861158	Y-PQ	0	0	0	0	10.3	2.8
L3141399	Y-PQ	0	0	0	0	15.5	4.1
L3122816	Y-PQ	0	0	9.9	2.6	0	0
L2992556	Y-PQ	0	0	0	0	6.2	1.7
L2897779	Y-PQ	0	0	0	0	10.3	2.8
L2970811	Y-PQ	9	2.4	0	0	0	0
L2991933	Y-PQ	0	0	0	0	20.8	5.5
L2729428	Y-PQ	5.4	1.4	0	0	0	0
L3254216	Y-PQ	9	2.4	0	0	0	0
L2897807	Y-PQ	0	0	5.9	1.6	0	0
L2898522	Y-PQ	9	2.4	0	0	0	0
L3048230	Y-PQ	0	0	0	0	10.3	2.8
L3195327	Y-PQ	5.4	1.4	0	0	0	0
L3047058	Y-PQ	13.5	3.6	0	0	0	0
L2673313	Y-PQ	0	0	9.9	2.6	0	0
L3649302	Y-PQ	13.5	3.6	0	0	0	0
L3729297	Y-PQ	9	2.4	0	0	0	0
L2858163	Y-PQ	5.4	1.4	0	0	0	0
L3214112	Y-PQ	0	0	5.9	1.6	0	0
L2685805	Y-PQ	9	2.4	0	0	0	0
L2991912	Y-PQ	5.4	1.4	0	0	0	0
L3140238	Y-PQ	9	2.4	0	0	0	0
L3066830	Y-PQ	0	0	9.9	2.6	0	0
L3160878	Y-PQ	0	0	0	0	6.2	1.7
L2916609	Y-PQ	0	0	0	0	6.2	1.7
L2876814	Y-PQ	3.6	1	0	0	0	0
L3197646	Y-PQ	0	0	9.9	2.6	0	0
L2973151	Y-PQ	5.4	1.4	0	0	0	0
L3197627	Y-PQ	0	0	0	0	10.3	2.8
L2764412	Y-PQ	9	2.4	0	0	0	0
L2766716	Y-PQ	0	0	0	0	6.2	1.7
L2991917	Y-PQ	0	0	3.9	1.1	0	0
L3254229	Y-PQ	0	0	9.9	2.6	0	0
L2935556	Y-PQ	0	0	9.9	2.6	0	0
L3197660	Y-PQ	0	0	9.9	2.6	0	0
L2989565	Y-PQ	9	2.4	0	0	0	0
L3645809	Y-PQ	0	0	0	0	20.8	5.5
L3086075	Y-PQ	0	0	5.9	1.6	0	0
L3122824	Y-PQ	5.4	1.4	0	0	0	0
L3216338	Y-PQ	0	0	9.9	2.6	0	0
L2729405	Y-PQ	0	0	9.9	2.6	0	0
L2823545	Y-PQ	9	2.4	0	0	0	0
L2916610	Y-PQ	0	0	9.9	2.6	0	0
L3177665	Y-PQ	13.5	3.6	0	0	0	0
L2803199	Y-PQ	18.1	4.8	0	0	0	0
L2803199	Y-PQ	0	0	19.9	5.3	0	0
L2803199	Y-PQ	0	0	0	0	20.8	5.5
L2691952	Y-PQ	5.4	1.4	0	0	0	0
L2748144	Y-PQ	9	2.4	0	0	0	0
L3029504	Y-PQ	0	0	9.9	2.6	0	0
L3197635	Y-PQ	0	0	5.9	1.6	0	0
L2724120	Y-PQ	0	0	0	0	10.3	2.8
L3235244	Y-PQ	9	2.4	0	0	0	0
L2804254	Y-PQ	9	2.4	0	0	0	0
L2820531	Y-PQ	0	0	9.9	2.6	0	0
L3254214	Y-PQ	0	0	9.9	2.6	0	0
L2691966	Y-PQ	0	0	19.9	5.3	0	0
L3122822	Y-PQ	9	2.4	0	0	0	0
L3197639	Y-PQ	9	2.4	0	0	0	0
L3120503	Y-PQ	5.4	1.4	0	0	0	0
L3216349	Y-PQ	0	0	5.9	1.6	0	0
L3027670	Y-PQ	0	0	30	8	0	0
L3085392	Y-PQ	0	0	0	0	6.2	1.7
L3010556	Y-PQ	5.4	1.4	0	0	0	0
L3232902	Y-PQ	9	2.4	0	0	0	0
L3101782	Y-PQ	13.5	3.6	0	0	0	0
L2766715	Y-PQ	0	0	5.9	1.6	0	0
L2970804	Y-PQ	0	0	0	0	10.3	2.8
L3178975	Y-PQ	0	0	9.9	2.6	0	0
L2841648	Y-PQ	5.4	1.4	0	0	0	0
L3029497	Y-PQ	0	0	0	0	4.1	1.1
L3029520	Y-PQ	0	0	5.9	1.6	0	0
L2766744	Y-PQ	0	0	9.9	2.6	0	0
L3029518	Y-PQ	0	0	9.9	2.6	0	0
L2936214	Y-PQ	9	2.4	0	0	0	0
L2954346	Y-PQ	0	0	9.9	2.6	0	0
L2879061	Y-PQ	0	0	3.9	1.1	0	0
L3141394	Y-PQ	0	0	9.9	2.6	0	0
L3142098	Y-PQ	0	0	9.9	2.6	0	0
L3645812	Y-PQ	0	0	0	0	15.5	4.1
L2916627	Y-PQ	9	2.4	0	0	0	0
L3066815	Y-PQ	0	0	0	0	10.3	2.8
L3179678	Y-PQ	0	0	5.9	1.6	0	0
L3254237	Y-PQ	9	2.4	0	0	0	0
L2710512	Y-PQ	0	0	9.9	2.6	0	0
L3104125	Y-PQ	0	0	9.9	2.6	0	0
L3010559	Y-PQ	5.4	1.4	0	0	0	0
L2897790	Y-PQ	0	0	0	0	10.3	2.8
L2711225	Y-PQ	0	0	0	0	6.2	1.7
L2766729	Y-PQ	9	2.4	0	0	0	0
L3235275	Y-PQ	0	0	9.9	2.6	0	0
L3728038	Y-PQ	9	2.4	0	0	0	0
L3048222	Y-PQ	0	0	0	0	15.5	4.1
L2841630	Y-PQ	0	0	0	0	10.3	2.8
L2991907	Y-PQ	9	2.4	0	0	0	0
L2973144	Y-PQ	0	0	0	0	10.3	2.8
L3178976	Y-PQ	5.4	1.4	0	0	0	0
L3159448	Y-PQ	9	2.4	0	0	0	0
L3231255	Y-PQ	0	0	0	0	10.3	2.8
L3197626	Y-PQ	0	0	0	0	6.2	1.7
L2802480	Y-PQ	0	0	30	8	0	0
L2823544	Y-PQ	9	2.4	0	0	0	0
L2841624	Y-PQ	0	0	5.9	1.6	0	0
L3101194	Y-PQ	0	0	0	0	31.3	8.3
L2841619	Y-PQ	0	0	0	0	15.5	4.1
L2861218	Y-PQ	0	0	0	0	10.3	2.8
L2710513	Y-PQ	0	0	3.9	1.1	0	0
L2879062	Y-PQ	0	0	0	0	6.2	1.7
L2879767	Y-PQ	0	0	3.9	1.1	0	0
L2766725	Y-PQ	0	0	0	0	6.2	1.7
L3141396	Y-PQ	0	0	0	0	6.2	1.7
L2879752	Y-PQ	0	0	5.9	1.6	0	0
L2991940	Y-PQ	0	0	0	0	6.2	1.7
L2673321	Y-PQ	9	2.4	0	0	0	0
L2673326	Y-PQ	0	0	5.9	1.6	0	0
L2925506	Y-PQ	0	0	0	0	10.3	2.8
L2730106	Y-PQ	0	0	0	0	10.3	2.8
L2820556	Y-PQ	9	2.4	0	0	0	0
L3235248	Y-PQ	0	0	0	0	6.2	1.7
L2822871	Y-PQ	0	0	9.9	2.6	0	0
L2955076	Y-PQ	5.4	1.4	0	0	0	0
L2955005	Y-PQ	0	0	5.9	1.6	0	0
L3254208	Y-PQ	0	0	0	0	10.3	2.8
L3178978	Y-PQ	5.4	1.4	0	0	0	0
L3235253	Y-PQ	9	2.4	0	0	0	0
L3235241	Y-PQ	0	0	0	0	10.3	2.8
L3197636	Y-PQ	0	0	9.9	2.6	0	0
L3066811	Y-PQ	0	0	9.9	2.6	0	0
L3632979	Y-PQ	5.4	1.4	0	0	0	0
L3086074	Y-PQ	0	0	0	0	6.2	1.7
L2674051	Y-PQ	5.4	1.4	0	0	0	0
L3178981	Y-PQ	0	0	9.9	2.6	0	0
L3046854	Y-PQ	0	0	14.9	4	0	0
L2860506	Y-PQ	0	0	5.9	1.6	0	0
L3048966	Y-PQ	0	0	0	0	6.2	1.7
L2822872	Y-PQ	0	0	9.9	2.6	0	0
L3214071	Y-PQ	0	0	0	0	10.3	2.8
L2786273	Y-PQ	0	0	9.9	2.6	0	0
L3104853	Y-PQ	0	0	0	0	10.3	2.8
L2973158	Y-PQ	0	0	0	0	6.2	1.7
L3216123	Y-PQ	5.4	1.4	0	0	0	0
L2860485	Y-PQ	0	0	5.9	1.6	0	0
